id;time;xs;ys;zs;ac;kurt
106;61863122555405;-9.69;-0.09;0.22;1.55;0.00
107;61863142605454;-9.68;-0.10;0.28;1.54;0.00
108;61863162624985;-9.69;-0.14;0.21;1.55;0.00
109;61863182613999;-9.73;-0.17;0.18;1.55;0.00
110;61863202664048;-9.64;-0.11;0.16;1.55;0.00
111;61863222714097;-9.72;-0.16;0.32;1.54;0.00
112;61863242733628;-9.68;-0.15;0.19;1.55;0.00
113;61863262753159;-9.75;-0.12;0.18;1.55;0.00
114;61863282742173;-9.70;-0.16;0.16;1.55;0.00
115;61863302761704;-9.68;-0.17;0.20;1.55;0.00
116;61863322781235;-9.67;-0.25;0.25;1.54;0.00
117;61863342800767;-9.68;-0.14;0.21;1.55;0.00
118;61863362789780;-9.70;-0.13;0.25;1.55;0.00
119;61863382870347;-9.69;-0.20;0.28;1.54;0.00
120;61863402859360;-9.66;-0.18;0.24;1.55;0.00
121;61863422909409;-9.69;-0.15;0.19;1.55;0.00
122;61863442867905;-9.69;-0.16;0.15;1.56;0.00
123;61863462887437;-9.68;-0.13;0.26;1.54;0.00
124;61863482937485;-9.67;-0.16;0.21;1.55;0.00
125;61863502957017;-9.69;-0.10;0.16;1.55;0.00
126;61863522946030;-9.75;-0.25;0.23;1.55;0.00
127;61863543026597;-9.69;-0.14;0.21;1.55;0.00
128;61863563046128;-9.67;-0.11;0.26;1.54;0.00
129;61863583035142;-9.63;-0.12;0.23;1.55;0.00
130;61863603085191;-9.72;-0.17;0.20;1.55;0.00
131;61863623074204;-9.67;-0.11;0.25;1.54;0.00
132;61863643124253;-9.72;-0.17;0.19;1.55;0.00
133;61863683163316;-9.70;-0.17;0.23;1.55;0.00
134;61863703182847;-9.72;-0.13;0.24;1.55;0.00
135;61863743191392;-9.67;-0.11;0.18;1.55;0.00
136;61863763210923;-9.74;-0.13;0.19;1.55;0.00
137;61863783199937;-9.67;-0.25;0.19;1.55;0.00
138;61863803219468;-9.70;-0.35;0.28;1.54;0.00
139;61863823238999;-9.65;-1.09;0.37;1.53;0.00
140;61863843258530;-9.67;0.17;0.34;1.54;0.00
141;61863863278062;-9.67;1.23;-0.15;1.59;0.00
142;61863883297593;-9.74;0.43;0.42;1.53;0.00
143;61863903286607;-10.08;-1.68;-0.75;1.64;0.00
144;61863923336655;-9.71;-0.38;0.23;1.55;0.00
145;61863943356187;-9.70;-0.16;0.06;1.56;0.00
146;61863983334214;-9.12;-0.33;0.34;1.53;0.00
147;61864003353745;-10.11;-1.32;0.88;1.48;0.00
148;61864023373276;-9.85;-0.06;-0.04;1.57;0.00
149;61864043362290;-9.67;-0.50;0.22;1.55;0.00
150;61864063381821;-9.64;-0.46;0.17;1.55;0.00
151;61864083431870;-9.69;-0.27;-0.11;1.58;0.00
152;61864103451401;-9.70;-0.15;0.18;1.55;0.00
153;61864123470933;-9.63;-0.70;0.56;1.51;0.00
154;61864143459946;-9.65;0.14;0.07;1.56;0.00
155;61864163509995;-9.79;-0.05;0.28;1.54;0.00
156;61864183499009;-9.68;-0.57;0.39;1.53;0.00
157;61864203549058;-9.62;-0.06;0.41;1.53;0.00
158;61864223538071;-9.69;-0.17;0.19;1.55;0.00
159;61864243588120;-9.68;-0.24;0.08;1.56;0.00
160;61864263607651;-9.72;-0.43;0.07;1.56;0.00
161;61864283627183;-9.67;-0.19;0.33;1.54;0.00
162;61864303616196;-9.71;-0.01;0.41;1.53;0.00
163;61864323635728;-9.67;-0.17;0.08;1.56;0.00
164;61864343655259;-9.69;-0.42;0.15;1.56;0.00
165;61864363644273;-9.69;-0.44;0.56;1.51;0.00
166;61864383694321;-9.75;-0.25;0.54;1.52;0.00
167;61864403744370;-9.67;0.16;0.28;1.54;0.00
168;61864423763901;-9.77;-0.32;0.25;1.55;0.00
169;61864443783433;-9.64;-0.44;-0.24;1.60;0.00
170;61864463772446;-9.58;0.18;-1.41;1.72;0.00
171;61864483822495;-9.73;-0.79;-0.49;1.62;0.00
172;61864503811509;-9.66;-0.19;0.51;1.52;0.00
173;61864543881089;-9.69;0.27;-0.55;1.63;0.00
174;61864563839585;-9.74;0.05;-0.15;1.59;0.00
175;61864583859116;-9.69;-0.64;-0.31;1.60;0.00
176;61864603878648;-9.64;-0.51;-0.13;1.58;0.00
177;61864643917710;-9.67;-0.07;-0.44;1.62;0.00
178;61864663967759;-9.70;-0.16;-0.34;1.61;0.00
179;61864683956773;-9.70;-0.08;-0.11;1.58;0.00
180;61864704006821;-9.63;-0.44;0.17;1.55;0.00
181;61864744015366;-9.70;-0.12;-0.03;1.57;0.00
182;61864764034898;-9.72;-0.16;-0.18;1.59;0.00
183;61864784023911;-9.68;-0.36;-0.12;1.58;0.00
184;61864824062974;-9.66;-0.15;0.04;1.57;0.00
185;61864844082505;-9.68;-0.05;0.14;1.56;0.00
186;61864864071519;-9.71;0.00;-0.12;1.58;0.00
187;61864904110581;-9.67;-0.30;-0.16;1.59;0.00
188;61864924130112;-9.72;-0.33;-0.24;1.60;0.00
189;61864944149644;-9.63;0.06;-0.33;1.61;0.00
190;61864964169175;-9.69;0.07;-0.17;1.59;0.00
191;61864984188706;-9.73;-0.08;-0.32;1.60;0.00
192;61865004208237;-9.66;-0.33;0.30;1.54;0.00
193;61865024227769;-9.68;-0.15;-0.21;1.59;0.00
194;61865044277817;-9.72;0.03;-0.74;1.65;0.00
195;61865064266831;-9.69;-0.31;0.19;1.55;0.00
196;61865084286362;-9.68;-0.44;0.30;1.54;0.00
197;61865104305894;-9.71;0.14;-0.33;1.60;0.00
198;61865124325425;-9.71;0.03;-0.50;1.62;0.00
199;61865144344956;-9.67;-0.65;-0.06;1.58;0.00
200;61865164364487;-9.67;-0.18;-0.25;1.60;0.00
201;61865184384019;-9.72;0.53;-0.59;1.63;0.00
